,Experiment_ID,Genome,antibody,antibody used,antibody name,antibody target,chromatin ip antibody,cell antibody,chip antibody target,chip antibody,chip_antibody,ip antibody
19426,srx212356,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19427,srx212357,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19428,srx212358,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19429,srx212359,hg19,hif1a,nan,nan,nan,nan,nan,nan,hif1a,nan,nan
19430,srx212360,hg19,hif1a,nan,nan,nan,nan,nan,nan,hif1a,nan,nan
19431,srx212361,hg19,hif1a,nan,nan,nan,nan,nan,nan,hif1a,nan,nan
19432,srx212362,hg19,hif1a,nan,nan,nan,nan,nan,nan,hif1a,nan,nan
19433,srx212363,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19434,srx212364,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19435,srx212365,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19436,srx212366,hg19,hif2a,nan,nan,nan,nan,nan,nan,hif2a,nan,nan
19438,srx212376,hg19,igg antibody,nan,nan,nan,nan,nan,nan,igg antibody,nan,nan
19441,srx212430,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19446,srx212435,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19447,srx212436,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19476,srx212465,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19477,srx212466,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19478,srx212467,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19479,srx212468,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
19509,srx212683,hg19,custom 814 h3k18ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
19511,srx212685,hg19,custom 814 h3k18ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
19572,srx2140207,hg19,hdac1,nan,nan,nan,nan,nan,nan,hdac1,nan,nan
19573,srx2140208,hg19,hdac4,nan,nan,nan,nan,nan,nan,hdac4,nan,nan
19574,srx2140209,hg19,hdac3,nan,nan,nan,nan,nan,nan,hdac3,nan,nan
19576,srx2140211,hg19,hdac2,nan,nan,nan,nan,nan,nan,hdac2,nan,nan
19578,srx2140213,hg19,ccnd2,nan,nan,nan,nan,nan,nan,ccnd2,nan,nan
19579,srx2140214,hg19,cdkn1b,nan,nan,nan,nan,nan,nan,cdkn1b,nan,nan
19580,srx2140215,hg19,cdkn1b,nan,nan,nan,nan,nan,nan,cdkn1b,nan,nan
19581,srx2140216,hg19,ccnd2,nan,nan,nan,nan,nan,nan,ccnd2,nan,nan
19641,srx2146131,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
19642,srx2146132,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
19645,srx2146135,hg19,control,nan,nan,nan,nan,nan,nan,nan,nan,nan
19647,srx2146137,hg19,vehicule,nan,nan,nan,nan,nan,nan,nan,nan,nan
19802,srx2158963,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
19803,srx2158964,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19804,srx2158965,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19805,srx2158966,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
19806,srx2158967,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
19807,srx2158968,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19808,srx2158969,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19809,srx2158970,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
19810,srx2158971,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
19811,srx2158972,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
19812,srx2158973,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19813,srx2158974,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19814,srx2158975,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
19815,srx2158976,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
19816,srx2158977,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19817,srx2158978,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
19818,srx2158979,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
19819,srx2158980,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
19827,srx2160037,hg19,no antibody,nan,nan,nan,nan,nan,nan,nan,nan,nan
19832,srx2161593,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
19833,srx2161594,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
19838,srx2161599,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
19839,srx2161600,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
19842,srx2161993,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
19843,srx2161994,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
19844,srx2161995,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
19845,srx2161996,hg19,na,nan,nan,nan,nan,nan,nan,na,nan,nan
19846,srx2163139,hg19,input dna,nan,nan,nan,nan,nan,nan,input dna,nan,nan
19848,srx2163141,hg19,input dna,nan,nan,nan,nan,nan,nan,input dna,nan,nan
19850,srx216366,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
19861,srx2164790,hg19,spdef antibody,nan,nan,nan,nan,nan,nan,spdef antibody,nan,nan
19863,srx2164792,hg19,spdef antibody,nan,nan,nan,nan,nan,nan,spdef antibody,nan,nan
19946,srx2170312,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
19948,srx217068,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,h3k4me1,nan,nan
19949,srx217069,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
19950,srx217070,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
19974,srx2182194,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
19975,srx2182195,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
19976,srx2182196,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
19977,srx2182197,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
19990,srx218417,hg19,total input,nan,nan,nan,nan,nan,nan,total input,nan,nan
19991,srx218418,hg19,gata1,nan,nan,nan,nan,nan,nan,gata1,nan,nan
19992,srx218419,hg19,klf1,nan,nan,nan,nan,nan,nan,klf1,nan,nan
19993,srx218420,hg19,nfe2,nan,nan,nan,nan,nan,nan,nfe2,nan,nan
19994,srx218421,hg19,p300,nan,nan,nan,nan,nan,nan,p300,nan,nan
19995,srx218422,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
19996,srx218423,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20042,srx219372,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20043,srx219373,hg19,ctcf,nan,nan,nan,nan,nan,nan,ctcf,nan,nan
20061,srx2194243,hg19,histone h3k27ac active motif 39133,nan,nan,nan,nan,nan,nan,histone h3k27ac active motif 39133,nan,nan
20062,srx2194244,hg19,histone h3k27ac active motif 39133,nan,nan,nan,nan,nan,nan,histone h3k27ac active motif 39133,nan,nan
20063,srx2194245,hg19,histone h3k27ac active motif 39133,nan,nan,nan,nan,nan,nan,histone h3k27ac active motif 39133,nan,nan
20064,srx2194246,hg19,histone h3k27ac active motif 39133,nan,nan,nan,nan,nan,nan,histone h3k27ac active motif 39133,nan,nan
20069,srx2194251,hg19,histone h3k4me1 active motif 39297,nan,nan,nan,nan,nan,nan,histone h3k4me1 active motif 39297,nan,nan
20070,srx2194252,hg19,histone h3k4me1 active motif 39297,nan,nan,nan,nan,nan,nan,histone h3k4me1 active motif 39297,nan,nan
20113,srx2198834,hg19,no antibody,no antibody,nan,nan,nan,nan,nan,nan,nan,nan
20170,srx2207931,hg19,no,nan,nan,nan,nan,nan,nan,no,nan,nan
20186,srx2213511,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20187,srx2213512,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20188,srx2213513,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20189,srx2213514,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20190,srx2213515,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20191,srx2213516,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20194,srx2213519,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20195,srx2213520,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20196,srx2213521,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20197,srx2213522,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20198,srx2213523,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20199,srx2213524,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20280,srx2245501,hg19,dmso,nan,nan,nan,nan,nan,nan,dmso,nan,nan
20375,srx2256165,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20376,srx2256166,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20377,srx2256167,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20378,srx2256168,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
20379,srx2256169,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20380,srx2256170,hg19,h3k56ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20381,srx2256171,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20383,srx2256173,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20384,srx2256174,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20385,srx2256175,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20386,srx2256176,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
20387,srx2256177,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20388,srx2256178,hg19,h3k56ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20389,srx2256179,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20391,srx2256181,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20392,srx2256182,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20393,srx2256183,hg19,h3k36me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20394,srx2256184,hg19,h3k4me1,nan,nan,nan,nan,nan,nan,nan,nan,nan
20395,srx2256185,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20396,srx2256186,hg19,h3k56ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20397,srx2256187,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20405,srx2263925,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20406,srx2263926,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20407,srx2263927,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20408,srx2263928,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20409,srx2263929,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20410,srx2263930,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20411,srx2263931,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20412,srx2263932,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20413,srx2263933,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20414,srx2263934,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20415,srx2263935,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20416,srx2263936,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,h3k4me3,nan,nan
20428,srx2267438,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20429,srx2267439,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20430,srx2267440,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20431,srx2267441,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20432,srx2267442,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20433,srx2267443,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20434,srx2267444,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20435,srx2267445,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20436,srx2267446,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20437,srx2267447,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20438,srx2267448,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20439,srx2267449,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20440,srx2267450,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20441,srx2267451,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20442,srx2267452,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20443,srx2267453,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20444,srx2267454,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20445,srx2267455,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20446,srx2267456,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20447,srx2267457,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20448,srx2267458,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20449,srx2267459,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20450,srx2267460,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20451,srx2267461,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20452,srx2267462,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20453,srx2267463,hg19,brd4,nan,nan,nan,nan,nan,nan,brd4,nan,nan
20480,srx2267490,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20481,srx2267491,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20482,srx2267492,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20483,srx2267493,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20484,srx2267494,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20485,srx2267495,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20486,srx2267496,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20487,srx2267497,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20488,srx2267498,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20489,srx2267499,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20490,srx2267500,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20491,srx2267501,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20564,srx2270408,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20565,srx2270409,hg19,jmjd6,nan,nan,nan,nan,nan,nan,nan,nan,nan
20566,srx2270410,hg19,pol2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20568,srx2270412,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
20569,srx2270413,hg19,jmjd6,nan,nan,nan,nan,nan,nan,nan,nan,nan
20570,srx2270414,hg19,pol2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20572,srx2270416,hg19,pol2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20573,srx2270417,hg19,pol2,nan,nan,nan,nan,nan,nan,nan,nan,nan
20608,srx2314262,hg19,spt5,nan,nan,nan,nan,nan,nan,spt5,nan,nan
20609,srx2314263,hg19,spt5,nan,nan,nan,nan,nan,nan,spt5,nan,nan
20610,srx2314264,hg19,spt5,nan,nan,nan,nan,nan,nan,spt5,nan,nan
20611,srx2314265,hg19,spt5,nan,nan,nan,nan,nan,nan,spt5,nan,nan
20613,srx2314267,hg19,rna pol ii,nan,nan,nan,nan,nan,nan,rna pol ii,nan,nan
20614,srx2314268,hg19,rna pol ii,nan,nan,nan,nan,nan,nan,rna pol ii,nan,nan
20615,srx2314269,hg19,rna pol ii,nan,nan,nan,nan,nan,nan,rna pol ii,nan,nan
20616,srx2314270,hg19,rna pol ii,nan,nan,nan,nan,nan,nan,rna pol ii,nan,nan
20681,srx2321777,hg19,igg,nan,nan,nan,nan,nan,nan,nan,nan,nan
20682,srx2321778,hg19,igg,nan,nan,nan,nan,nan,nan,nan,nan,nan
20683,srx2323864,hg19,mll nt86,nan,nan,nan,nan,nan,nan,mll nt86,nan,nan
20684,srx2323865,hg19,mll nt86,nan,nan,nan,nan,nan,nan,mll nt86,nan,nan
20685,srx2323866,hg19,mll d2m7u,nan,nan,nan,nan,nan,nan,mll d2m7u,nan,nan
20686,srx2323867,hg19,mll d2m7u,nan,nan,nan,nan,nan,nan,mll d2m7u,nan,nan
20691,srx2323890,hg19,mll d2m7u,nan,nan,nan,nan,nan,nan,mll d2m7u,nan,nan
20692,srx2323891,hg19,mll d2m7u,nan,nan,nan,nan,nan,nan,mll d2m7u,nan,nan
20693,srx2323892,hg19,homemade aff4nt,nan,nan,nan,nan,nan,nan,homemade aff4nt,nan,nan
20694,srx2323893,hg19,homemade aff4nt,nan,nan,nan,nan,nan,nan,homemade aff4nt,nan,nan
20695,srx2323894,hg19,mll d2n1d,nan,nan,nan,nan,nan,nan,mll d2n1d,nan,nan
20696,srx2323895,hg19,mll d2n1d,nan,nan,nan,nan,nan,nan,mll d2n1d,nan,nan
20697,srx2323896,hg19,homemade aff1ct,nan,nan,nan,nan,nan,nan,homemade aff1ct,nan,nan
20698,srx2323897,hg19,homemade aff1ct,nan,nan,nan,nan,nan,nan,homemade aff1ct,nan,nan
20699,srx2323906,hg19,homemade aff1ct,nan,nan,nan,nan,nan,nan,homemade aff1ct,nan,nan
20700,srx2323907,hg19,homemade aff1ct,nan,nan,nan,nan,nan,nan,homemade aff1ct,nan,nan
20701,srx2323908,hg19,homemade aff1ct,nan,nan,nan,nan,nan,nan,homemade aff1ct,nan,nan
20702,srx2323909,hg19,homemade aff4nt,nan,nan,nan,nan,nan,nan,homemade aff4nt,nan,nan
20703,srx2323910,hg19,homemade aff4nt,nan,nan,nan,nan,nan,nan,homemade aff4nt,nan,nan
20704,srx2323911,hg19,homemade aff4nt,nan,nan,nan,nan,nan,nan,homemade aff4nt,nan,nan
20715,srx2337837,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20716,srx2337838,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20717,srx2337839,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20718,srx2337840,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20719,srx2337841,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20720,srx2337842,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20721,srx2337843,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20722,srx2337844,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20723,srx2337845,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20724,srx2337846,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
20814,srx235053,hg19,bmal1,nan,nan,nan,nan,nan,nan,bmal1,nan,nan
20815,srx235054,hg19,clock,nan,nan,nan,nan,nan,nan,clock,nan,nan
20816,srx235055,hg19,cry1,nan,nan,nan,nan,nan,nan,cry1,nan,nan
20904,srx2367967,hg19,sp140,nan,nan,nan,nan,nan,nan,nan,nan,nan
20906,srx2367969,hg19,sp140,nan,nan,nan,nan,nan,nan,nan,nan,nan
20915,srx2368878,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20916,srx2368879,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20917,srx2368880,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20918,srx2368881,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
20919,srx2368882,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20920,srx2368883,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
20921,srx2368884,hg19,gata4,nan,nan,nan,nan,nan,nan,gata4,nan,nan
20922,srx2368885,hg19,gata4,nan,nan,nan,nan,nan,nan,gata4,nan,nan
20923,srx2368886,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20924,srx2368887,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20925,srx2368888,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20926,srx2368889,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20927,srx2368890,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20928,srx2368894,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20929,srx2368895,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20930,srx2368896,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20931,srx2368897,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20932,srx2368898,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20933,srx2368899,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20934,srx2368900,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
20935,srx2368901,hg19,foxa2 antibody,nan,nan,nan,nan,nan,nan,foxa2 antibody,nan,nan
21183,srx2373978,hg19,taz antibody,nan,nan,nan,nan,nan,nan,taz antibody,nan,nan
21185,srx2373980,hg19,taz antibody,nan,nan,nan,nan,nan,nan,taz antibody,nan,nan
21187,srx2375355,hg19,enl,nan,nan,nan,nan,nan,nan,nan,nan,nan
21189,srx2375357,hg19,h3k18ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
21190,srx2375358,hg19,h3k9ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
21191,srx2375359,hg19,rna pol ii,nan,nan,nan,nan,nan,nan,nan,nan,nan
21192,srx2375360,hg19,rna pol ii pser2,nan,nan,nan,nan,nan,nan,nan,nan,nan
21193,srx2375361,hg19,aff4,nan,nan,nan,nan,nan,nan,nan,nan,nan
21194,srx2375362,hg19,cdk9,nan,nan,nan,nan,nan,nan,nan,nan,nan
21195,srx2375363,hg19,rna pol ii,nan,nan,nan,nan,nan,nan,nan,nan,nan
21196,srx2375364,hg19,rna pol ii pser2,nan,nan,nan,nan,nan,nan,nan,nan,nan
21197,srx2375365,hg19,aff4,nan,nan,nan,nan,nan,nan,nan,nan,nan
21198,srx2375366,hg19,cdk9,nan,nan,nan,nan,nan,nan,nan,nan,nan
21262,srx2381354,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
21263,srx2381355,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
21264,srx2381356,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
21265,srx2381357,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
21266,srx2381358,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
21267,srx2381359,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
21268,srx2381360,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
21269,srx2381361,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
21971,srx2420130,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
21974,srx2420133,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
21977,srx2420136,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
22840,srx2426271,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22841,srx2426272,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22842,srx2426273,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22843,srx2426274,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22844,srx2426275,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22845,srx2426276,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22846,srx2426277,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22847,srx2426278,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22848,srx2426279,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22849,srx2426280,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22850,srx2426281,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22851,srx2426282,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22852,srx2426283,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22853,srx2426284,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22854,srx2426285,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22855,srx2426286,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
22856,srx2426287,hg19,ab8895,nan,nan,nan,nan,nan,nan,ab8895,nan,nan
22857,srx2426288,hg19,ab4729,nan,nan,nan,nan,nan,nan,ab4729,nan,nan
